International_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.eia.gov/beta/international/data/browser/#/?pa=000000000000000000000000000001vm&c=ruvvvvvfvtvvvv1vvvvvvfvvvvvvfvvvsu20evvvvvvvvvvvvuvg&ct=0&ug=8&tl_id=2-A&vs=INTL.29-12-AFG-BKWH.A&cy=2016&vo=0&v=B&end=2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Apr 30 2019 15:44:00 GMT-0400 (EDT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: U.S. Energy Information Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,Zimbabwe,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0.028,0.03,0.032,0.033,0.036
,Albania,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0008,0.0009,0.001,0.001,0.001,0.002
,Algeria,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.102,0.193,0.193,0.198,0.162,0.339
,American Samoa,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Angola,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.011,0.014,0.015,0.017,0.018,0.018
,Antarctica,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Antigua and Barbuda,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0005,0.0005,0.0006,0.0006,0.005,0.006
,Argentina,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7E-05,8E-05,9E-05,0.0001,0.0001,0.0001,0.0001,0.002,0.008,0.015,0.016,0.015,0.014
,Armenia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001
,Aruba,Billion Kwh,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0005,0.002,0.002,0.007,0.009,0.009
,Australia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0.0104,0.011,0.013,0.016,0.019,0.023,0.028,0.034,0.038,0.044,0.05,0.059,0.069,0.079,0.091,0.109,0.127,0.16,0.425,1.392,2.325,3.476,4.01,5.023,6.209
,Austria,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.005,0.009,0.015,0.018,0.021,0.022,0.024,0.03,0.049,0.085,0.166,0.323,0.556,0.747,0.889,1.037
,Azerbaijan,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.005,0.035
,"Bahamas, The",Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0006,0.0009,0.0009,0.002,0.002,0.002
,Bahrain,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.0008,0.008,0.008,0.008
,Bangladesh,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2E-05,5E-05,0.0001,0.0005,0.001,0.002,0.003,0.004,0.005,0.01,0.02,0.02,0.03,0.07,0.0618,0,0.14,0.145,0.154,0.165
,Barbados,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0.003,0.004,0.01,0.014,0.03
,Belarus,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.008,0.028
,Belgium,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.006,0.042,0.166,0.56,1.169,2.131,2.624,2.862,3.031,3.064
,Belize,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0009,0.001,0.003,0.003,0.004,0.005,0.005
,Benin,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005
,Bermuda,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bhutan,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
,Bolivia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.003,0.003,0.003,0.003,0.006,0.011,0.011
,Bosnia and Herzegovina,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024
,Botswana,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002
,Brazil,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.001,0.002,0.007,0.005,0.016,0.059,0.085
,Brunei,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.001
,Bulgaria,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.015,0.1,0.81,1.36,1.25,1.383,1.386
,Burkina Faso,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.009,0.009,0.01,0.011,0.012,0.015
,Burma (Myanmar),Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0.002,0.004,0.007,0.015,0.023,0.037
,Burundi,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.001,0.002,0.003,0.004,0.004,0.005
,Cambodia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.006,0.007,0.009,0.014,0.02,0.025
,Cameroon,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.004,0.005,0.008,0.01,0.012
,Canada,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0.003,0.004,0.006,0.007,0.01,0.013,0.016,0.019,0.022,0.023,0.013,0.017,0.021,0.026,0.035,0.103,0.252,0.566,0.872,1.484,2.099,2.866,3.001
,Cape Verde,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.009,0.008,0.007,0.007,0.006,0.006
,Cayman Islands,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Central African Republic,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0003,0.0004,0.0004,0.0004,0.0004,0.0004
,Chad,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0003,0.0003
,Chile,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.48,1.238,2.59
,China,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.003,0.004,0.005,0.007,0.009,0.011,0.014,0.017,0.02,0.024,0.04,0.063,0.068,0.074,0.084,0.105,0.152,0.392,0.7,2.61,6.359,15.477,29.23,44.809,75.285
,Colombia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.011,0.012,0.015,0.017,0.021,0.028,0.038,0.053,0.066,0.08,0.08
,Comoros,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Congo (Brazzaville),Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0003,0.0003,0.0006,0.0006
,Congo (Kinshasa),Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0005,0.0009,0.0009,0.003
,Cook Islands,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0008,0.002,0.003,0.004
,Costa Rica,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.003,0.003,0.003,0.003
,Cote dIvoire (IvoryCoast),Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0002,0.0002,0.0002,0.0005,0.002,0.002,0.002,0.002,0.003,0.004,0.005
,Croatia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.01,0.035,0.057,0.066
,Cuba,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.002,0.003,0.005,0.009,0.02,0.031,0.041
,Cyprus,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.003,0.004,0.007,0.012,0.022,0.05,0.08,0.126,0.146
,Czech Republic,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00285,0.00285,0.00285,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.013,0.089,0.612,2.169,2.128,2.014,2.104,2.244,2.11
,Denmark,Billion Kwh,0,0,0,0,0,0,0,0,0,0.015,0.02,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.006,0.015,0.104,0.518,0.596,0.604,0.744
,Djibouti,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0.0005,0.0005,0.0005
,Dominica,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
,Dominican Republic,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.039,0.09,0.179,0.308
,Ecuador,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4E-05,4E-05,4E-05,4E-05,4E-05,4E-05,4E-05,0,0.004,0.016,0.036,0.039
,Egypt,Billion Kwh,0,0,0,5E-05,5E-05,5E-05,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.206,0.223,0.237,0.242,0.244,0.168,0.168
,El Salvador,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Equatorial Guinea,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Eritrea,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.02
,Estonia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0002,0.0003,0.001,0.003,0.006,0.01
,Ethiopia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0004,0.0004,0.0008,0.002,0.006,0.016,0.018,0.021
,Falkland Islands (Islas Malvinas),Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Faroe Islands,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fiji,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2E-05,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0003,0.0001,0.002,0.002,0.003,0.004,0.005
,Finland,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.008,0.009,0.017
,Former Czechoslovakia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Former Serbia and Montenegro,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--
,Former U.S.S.R.,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Former Yugoslavia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,France,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.006,0.007,0.007,0.009,0.01,0.013,0.018,0.042,0.174,0.62,2.078,4.016,4.735,5.913,7.262,8.16
,French Guiana,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0.037,0.052,0.044,0.052,0.054,0.054
,French Polynesia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.003,0.003,0.003,0.004,0.007,0.019,0.023,0.028,0.034,0.037
,Gabon,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.002,0.002,0.002,0.002
,"Gambia, The",Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004
,Georgia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Germany,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,0.001,0.004,0.003,0.007,0.007,0.012,0.018,0.035,0.03,0.06,0.116,0.188,0.333,0.557,1.282,2.22,3.075,4.42,6.584,11.728,19.599,26.38,31.01,36.056,38.726,38.098
,"Germany, East",Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,"Germany, West",Billion Kwh,0,0,0,0,0,0,0,0,0,0,0.001,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Ghana,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.004,0.003,0.03
,Gibraltar,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Greece,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.005,0.05,0.158,0.61,1.51,3.648,3.792,3.9,3.93
,Greenland,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Grenada,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.009,0.001,0.002
,Guadeloupe,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0.005,0.017,0.033,0.092,0.099,0.103,0.102,0.094
,Guam,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0002,0.0002,0.0006,0.002,0.003,0.031,0.066
,Guatemala,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.001,0.002,0.004,0.015,0.16,0.2
,Guinea,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.0009,0.0009,0.0009,0.001,0.002,0.003,0.003
,Guinea-Bissau,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.004,0.004
,Guyana,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0003,0.0004,0.0004,0.0005,0.0006,0.0008,0.001,0.001,0.009,0.01,0.01
,Haiti,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.001
,Hawaiian Trade Zone,Billion Kwh,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Honduras,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.881
,Hong Kong,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001
,Hungary,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.008,0.025,0.055,0.121,0.2
,Iceland,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,India,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.006,0.006,0.006,0.006,0.007,0.012,0.014,0.017,0.019,0.019,0.019,0.059,0.063,0.075,0.113,0.827,2.29,4.14,5.85,10.48,14.13
,Indonesia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0001,0.001,0.001,0.003,0.005,0.007,0.005,0.021
,Iran,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.004
,Iraq,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.057,0.057,0.057
,Ireland,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0.001,0.001,0.001,0.002,0.004
,Israel,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.07,0.192,0.369,0.494,0.84,1.115,1.544
,Italy,Billion Kwh,0,0,0,0,0,0,0,0,0,0.0019,0.004,0.005,0.009,0.011,0.011,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.021,0.024,0.029,0.031,0.035,0.038,0.193,0.676,1.874,10.668,18.637,21.229,21.837,22.588,21.757
,Jamaica,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013
,Japan,Billion Kwh,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.02,0.025,0.033,0.046,0.063,0.096,0.14,0.219,0.347,0.475,0.669,0.903,1.189,1.493,1.794,2.015,2.251,2.758,3.54,4.84,6.61,12.88,22.95,34.8,50.95
,Jordan,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.491
,Kazakhstan,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.047,0.089
,Kenya,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.011,0.013,0.023,0.029,0.03,0.034,0.037
,Kiribati,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0004,0.0004,0.0005,0.0005,0.0007,0.0007,0.0008,0.0008,0.001,0.004,0.005
,"Korea, North",Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0006,0.0006,0.0007,0.0009,0.001,0.003,0.004,0.005,0.007,0.011,0.014
,"Korea, South",Billion Kwh,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.005,0.005,0.006,0.007,0.008,0.01,0.015,0.031,0.07,0.285,0.566,0.772,0.916,1.101,1.595,2.547,3.88,5.068
,Kosovo,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0
,Kuwait,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.003,0.005,0.049
,Kyrgyzstan,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Laos,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0004,0.001,0.002,0.002
,Latvia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0006
,Lebanon,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lesotho,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Liberia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Libya,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.007,0.008,0.008,0.008,0.008
,Lithuania,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.045,0.073,0.073,0.066
,Luxembourg,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095,0.00095,0.001,0.009,0.018,0.021,0.021,0.02,0.02,0.021,0.026,0.038,0.074,0.095,0.104,0.1
